1.05,1.07,What type of computer system are you using?,1.08,1.09,A laptop. It's a Mac.
1.14,1.16,Please tell me whether I am wearing glasses or not.,1.17,1.17,You are.
1.19,1.21,What color clothes did you wear yesterday?,1.23,1.25,I wore blue.
1.27,1.29,What is twelve plus nineteen?,1.33,1.34,Twenty one.
1.39,1.42,"Did you ever steal anything in your whole life, and if so, what was it?",1.43,1.44,Yeah. Daniel's head.
1.51,1.52,What was your image?,1.54,1.55,A railroad.
2,2.02,Could you give me some more details about the image?,2.03,2.14,"Okay. Ah. There were tracks. And there was like, you know the up and down things? It was like that. It was like the sign with blinking lights. Yeah. And there were, yeah."
2.25,2.26,If there were something to count in the image. What would it be? What would it be the count?,2.27,2.37,"Probably like the slides on the actual track whatever. But I don't know, I'm just gonna approximately like well, I don't, I didn't even know."
2.39,2.42,Are there any other objects in the image?,2.43,2.49,"Yeah, the, the cross sign, and the up and down thing. And the, the regular sign and blinking lights."
2.53,2.54,What are the colors in the image?,2.55,3,"Ah. There were grey, red, black, and white. Yeah."
3.04,3.06,Please tell me about the background in your image.,3.07,3.15,"The background? It was like, it was like. You know how you are on a train, and it was like the trees in the woods or whatever. It was like that."
3.16,3.21,Where do you think the image was photographed or drawn?,3.22,3.27,"It was drawn. It was like,  it was drawn like in front of like the tracks or in front of the woods in the picture."
3.32,3.35,Could you tell me about the lighting in your image.,3.36,3.4,"The lighting? It's regular, probably like daytime."
3.42,3.46,Are parts of the object in the image man made?,3.47,3.48,Yeah. All shape.
4.42,4.44,Were there any people in the image?,4.45,4.46,No.
4.58,5,What is the moon in the image?,5.03,5.05,The moon? Pretty regular degualr. I don't know.
5.08,5.1,Was it a nice drawing or bad drawing?,5.11,5.15,It was a basic drawing. Like the kind you see like in elementary school learning books. That's how it looks like.
5.18,5.2,Would you pay a lot of money for that joy?,5.21,5.21,No.
