0.02,0.04,What type of computer system are you using?,0.06,0.08,"Ah, a Mac."
0.12,0.15,Please tell me whether I am wearing glasses or not.,0.16,0.17,You are not.
0.21,0.23,What color clothes did you wear yesterday?,0.29,0.29,Um. Pink.
0.39,0.4,What is twelve plus nineteen?,0.41,0.42,Twenty one.
0.48,0.52,"Did you ever steal anything in your whole life, and if so, what was it?",0.53,0.53,No.
1,1.01,What was your image?,1.02,1.02,A ballet dress.
1.06,1.09,Could you give me some more details about the image?,1.1,1.16,It was pink. It has tool on it. A little girl was wearing it on the stage.
1.21,1.26,If there were something to count in the image. What would it be? What would be the count?,1.27,1.29,One ballet dress.
1.36,1.38,Are there any other objects in the image?,1.39,1.42,A girl wearing the ballet dress.
1.45,1.47,What are the colors in the image?,1.48,2.05,"Colors? There is a pink ballet dress, and the little girl blonde hair, and blue eyes, and then the stage which is brown and the curtains that are red."
2.35,2.37,Would you describe evil in this image?,2.52,2.53,Nothing. Nothing is evil.
3.41,3.42,What color was the girl's hair?,3.43,3.44,Blonde.
3.47,3.47,Was she on point?,3.48,3.51,"No, she was in heel."
3.57,3.58,How is the lighting?,4,4.14,It was little mysterious. It wasn't like a spotlight on her. It's more like the lights are coming from the bottom of the stage. You know how like when you put like a flashlight right under your face.
