1.21,1.23,What type of computer system are you using?,1.25,1.29,"A windows not ten, but whatever below that."
1.35,1.38,Please tell me whether I am wearing glasses or not.,1.39,1.4,You are not wearing glasses.
1.42,1.44,What color clothes did you wear yesterday?,1.45,1.48,Red? Red.
1.51,1.53,What is twelve plus nineteen?,1.54,1.55,Thirty one.
1.59,2.02,"Did you ever steal anything in your whole life, and if so, what was it?",2.03,2.03,No.
2.1,2.11,What was your image?,2.13,2.14,It's a rocket.
2.15,2.17,Could you give me some more details about the image?,2.18,2.3,"Um. It was a red and blue rocket, and it was, um, on the launch pad upright so it wasn't actually in the air. But and it was full size it wasn't, um, it wasn't like a model."
2.35,2.4,If there were something to count in the image. What would it be? What would it be the count?,2.45,2.56,"Ah. I mean aside from the rocket which the count would be one I think. I mean it was, it was like a blue sky so there weren't any clouds so I would say I count clouds you could say zero."
3,3.01,Are there any other objects in the image?,3.02,3.06,"No, it was the sky, it was the rocket on the pad and that was it."
3.09,3.1,What are the colors in the image?,3.11,3.19,"Red, blue, um, the brown of the cement or the pad, and then the sky, so a blue sky."
3.23,3.25,Please tell me about the background in your image.,3.26,3.3,"Well, it was a blue sky and it was blue."
3.33,3.35,Where do you think the image was photographed or drawn?,3.38,3.5,"Um, well. I don't know where they let rockets off so um, on, on the launch pad. It's definitely taken on a launch pad."
3.51,3.53,Please tell me about the lighting in your image.,3.54,4.06,"It was well lit. It was naturally lit. It was a sunny day, there were no clouds, there were no other buildings so it was a bright easily seen image."
4.2,4.22,Was there any reflection in this image?,4.23,4.23,No.
4.46,4.47,Was the rocket shiny?,4.48,4.48,Yeah.
4.52,4.54,Is it metallic like very metally?,4.55,5.08,"No, it was like um, it was sort of like areoplane versus a spaceship. Like Cape Canaveral or something. You know the images. It was that sort of. I don't want to say map. But you know it wasn't like shining sparkly or anything."
5.14,5.15,Is there any water nearby?,5.16,5.16,No.
5.17,5.18,Just the nice blue sky?,5.19,5.22,Just the nice blue sky. Nice brown launch pad.
5.27,5.29,was there any logo on it,5.29,5.3,Ah. No.
5.47,5.48,Do you think there were any people on it?,5.5,5.59,No. I mean I didn't see a window so um. I don't think so. It didn't look like it was manned.
