0.06,0.07,What type of computer are you using?,0.08,0.09,"Ah, Samsung."
0.13,0.14,Am I wearing glasses or not.,0.16,0.16,"Ah, no."
0.2,0.22,What color clothes did you wear yesterday?,0.24,0.25,Probably grey and blue.
0.27,0.28,What is twelve plus nineteen?,0.34,0.34,Um. Thirty one.
0.37,0.4,"Have you ever stolen anything in your life, and if so, what was it?",0.41,0.42,I don't think so.
0.46,0.46,What was your image?,0.48,1.09,"Ah, so it was of a railroad with a train coming in. Um.  The train was sort of off the distance you're kind of looking almost directly at it and it's coming towards you. Um. I guess about fifty feet away although I'm bad at describing distances."
1.11,1.12,Give me more details about it?,1.13,1.41,"Yeah, well so the foreground ah, is basically you know, you got the railroad tracks. And then starting a couple of feet off the end of them you've got grass with a number of flowers and gives you some purple and white. And a little bit of yellow, sort of in the foreground of the painting in the very bottom front. Ah. And then you have basically just like a distinct row of trees kind of behind the train, in the back."
1.42,1.43,What type of trees were they?,1.44,1.52,"Um. The evergreen sort,  pine needles. Um. I think although they are too far away."
1.55,2,If there were something to count in the image. How many would you be able to count. What was it?,2.01,2.11,"Well, I mean. There is only one train I guess. The flowers I was trying to look at them and thinking about. Probably about a dozen of them."
2.12,2.13,Could you count the trees?,2.14,2.15,"No, they were too far away."
2.18,2.2,Are there any other objects in the image?,2.25,2.3,Um. I guess there were three mountains kind of behind everything.
2.34,2.35,And what were the colors?,2.37,2.54,"Ah. So let's see here. Some white purple in the flowers in the front. Ah, and then you had like sort of dark grey iron color on the tracks. And, that was the train."
3.06,3.1,What time of day was it? Was it like a bright day or?,3.13,3.25,"Ah. Well, the sun was in the sky, like the part of the sky that I could see. But it seems like it was probably directly over head because everything was really bright. There weren't really any noticeable shadows."
3.29,3.3,Were there any people?,3.31,3.32,"Um, no."
3.34,3.38,Was it like a drawn picture or was it like a camera?,3.39,3.4,Um. Definitely a photograph.
3.48,3.51,"So  you said the tree was like coming out like fifty feet away, right?",3.52,3.53,Yeah.
3.53,3.56,Was it like steam coming out of it? Could you see?,4.04,4.08,"Um. No, no, no, no white, white clouds coming out of it."
4.09,4.1,Were there any clouds on the sky though?,4.12,4.12,No.
4.14,4.17,Was there snow on the mountains in the background?,4.18,4.22,"No, it was ah. It was sort of purple darkish all the way up."
4.25,4.29,Could you tell how long the train was or was it just like the head of itself?,4.3,4.44,"Um, no it wasn't, it wasn't so head on that I couldn't make an estimate although my sense of space is bad. It seems that about ten cars worth."
4.49,4.54,Do you think the tracks go through the trees or they were just like there?,4.54,4.57,Oh. Yeah. It definitely was coming out. Trees on either side were coming out from.
